"jurisdiction","iso_alpha_2","iso_numeric","tax_codes","status_type","status_label","instrument_category","instrument_title","complementary_act","principal_official_url","secondary_official_urls","signed_not_in_force","signed_not_in_force_url"
"Danemark","DK","208","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 4 février 2022 (Journal officiel du 7 janvier 2024)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/danemark/convention-avec-le-danemark.2022.pdf","","",""
"Égypte","EG","818","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 19 juin 1980 (Journal officiel du 25 janvier 1983)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/egypte/version-consolidee-egypte.pdf","","",""
"Égypte","EG","818","IR|IF","inforce","en vigueur","Impôt sur le revenu","Avenant du 1er mai 1999 (Journal officiel du 22 mai 2004)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/egypte/version-consolidee-egypte.pdf","","",""
"Émirats arabes unis","AE","784","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Convention et échange de lettres du 19 juillet 1989 (Journal officiel du 19 juillet 1990)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/emirats_arabes_unis/emirats_convention_cml.pdf","","",""
"Émirats arabes unis","AE","784","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Avenant du 6 décembre 1993 (Journal officiel du 21 juin 1995)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/emirats_arabes_unis/emirats_convention_cml.pdf","","",""
"Équateur","EC","218","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 16 mars 1989 (Journal officiel du 8 mai 1992)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/equateur/equateur_convention-avec-l-equateur_fd_1823.pdf","","",""
"Espagne","ES","724","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Convention du 10 octobre 1995 (Journal officiel du 11 juillet 1997)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/version-consolidee-de-la-convention-entre-la-france-et-lespagne-modifiee-par-la-convention-multilaterale.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/espagne_convention-avec-l-espagne-successions_fd_1427.pdf","",""
"Espagne","ES","724","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres du 19 février 1998","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/version-consolidee-de-la-convention-entre-la-france-et-lespagne-modifiee-par-la-convention-multilaterale.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/espagne_convention-avec-l-espagne-successions_fd_1427.pdf","",""
"Espagne","ES","724","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres du 26 novembre 2002","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/version-consolidee-de-la-convention-entre-la-france-et-lespagne-modifiee-par-la-convention-multilaterale.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/espagne_convention-avec-l-espagne-successions_fd_1427.pdf","",""
"Espagne","ES","724","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 1er mars et 22 avril 2005","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/version-consolidee-de-la-convention-entre-la-france-et-lespagne-modifiee-par-la-convention-multilaterale.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/espagne_convention-avec-l-espagne-successions_fd_1427.pdf","",""
"Espagne","ES","724","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 22 décembre 2003 et 1er mars 2005","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/version-consolidee-de-la-convention-entre-la-france-et-lespagne-modifiee-par-la-convention-multilaterale.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/espagne_convention-avec-l-espagne-successions_fd_1427.pdf","",""
"Espagne","ES","724","IR|IF|S","inforce","en vigueur","Successions","Convention du 8 janvier 1963 (Journal officiel du 7 janvier 1964 et rectificatif du 22 janvier 1964)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/version-consolidee-de-la-convention-entre-la-france-et-lespagne-modifiee-par-la-convention-multilaterale.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/espagne/espagne_convention-avec-l-espagne-successions_fd_1427.pdf","",""
"Estonie","EE","233","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 28 octobre 1997 (Journal officiel du 31 mai 2001)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/estonie/estonie_version_consolidee_npf.pdf","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000768799","",""
"États-Unis","US","840","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Convention des 31 août 1994 et EDL 19 et 20 décembre 1994 (Journal officiel du 22 mars 1996)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/etats-unis/etats-unis_convention-avec-les-etats-unis-impot-sur-le-revenu-impot-sur-la-fortune_fd_1835.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/etats-unis/etats-unis_convention-avec-les-etats-unis-successions-donations_fd_1836.pdf","",""
"États-Unis","US","840","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Avenant du 8 décembre 2004 (Journal officiel du 24 janvier 2007)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/etats-unis/etats-unis_convention-avec-les-etats-unis-impot-sur-le-revenu-impot-sur-la-fortune_fd_1835.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/etats-unis/etats-unis_convention-avec-les-etats-unis-successions-donations_fd_1836.pdf","",""
"États-Unis","US","840","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Avenant du 13 janvier 2009 (Journal officiel du 10 janvier 2010)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/etats-unis/etats-unis_convention-avec-les-etats-unis-impot-sur-le-revenu-impot-sur-la-fortune_fd_1835.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/etats-unis/etats-unis_convention-avec-les-etats-unis-successions-donations_fd_1836.pdf","",""
"États-Unis","US","840","IR|IF|S|D","inforce","en vigueur","Successions et donations","Convention du 24 novembre 1978 (Journal officiel du 1er octobre 1980)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/etats-unis/etats-unis_convention-avec-les-etats-unis-impot-sur-le-revenu-impot-sur-la-fortune_fd_1835.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/etats-unis/etats-unis_convention-avec-les-etats-unis-successions-donations_fd_1836.pdf","",""
"États-Unis","US","840","IR|IF|S|D","inforce","en vigueur","Successions et donations","Avenant du 8 décembre 2004 (Journal officiel du 24 janvier 2007)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/etats-unis/etats-unis_convention-avec-les-etats-unis-impot-sur-le-revenu-impot-sur-la-fortune_fd_1835.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/etats-unis/etats-unis_convention-avec-les-etats-unis-successions-donations_fd_1836.pdf","",""
"Éthiopie","ET","231","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 15 juin 2006 (Journal officiel du 31 juillet 2008)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ethiopie/ethiopie_convention.pdf","","",""
"Finlande","FI","246","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Convention du 11 septembre 1970 (Journal officiel du 22 avril 1972)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/finlande/version-consolidee-cml-finlande.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/finlande/finlande_convention-avec-la-finlande-droits-de-mutation-par-deces_fd_1852.pdf","Convention signée le 4 avril 2023","https://www.impots.gouv.fr/convention-avec-la-finlande-signee-le-04042023-non-entree-en-vigueur"
"Finlande","FI","246","IR|IF|S","inforce","en vigueur","Successions","Convention du 25 août 1958 (Journal officiel du 27 août 1959)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/finlande/version-consolidee-cml-finlande.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/finlande/finlande_convention-avec-la-finlande-droits-de-mutation-par-deces_fd_1852.pdf","Convention signée le 4 avril 2023","https://www.impots.gouv.fr/convention-avec-la-finlande-signee-le-04042023-non-entree-en-vigueur"
"Gabon","GA","266","IR|IF|S|DE","inforce","en vigueur","Impôt sur le revenu","Convention du 20 septembre 1995 (Journal officiel du 23 mars 2008)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/gabon/gabon_gabon-1995_fd_4673.pdf","","",""
"Géorgie","GE","268","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 7 mars 2007 (Journal officiel du 3 juin 2010)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/georgie/convention_avec_la_georgie_modifiee_par_la_cml.pdf","","",""
"Ghana","GH","288","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 5 avril 1993 (Journal officiel du 14 mai 1997)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ghana/ghana_convention-avec-le-ghana_fd_1837.pdf","","",""
"Grèce","GR","300","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 11 mai 2022 (Journal officiel du 10 janvier 2024)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/grece/nid_26932_grece_2022.pdf","","",""
"Guinée","GN","324","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Convention du 15 février 1999 (Journal officiel du 26 septembre 2004)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/guinee/guinee_convention-avec-la-guinee_fd_2923.pdf","","",""
"Hong Kong","HK","344","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 21 octobre 2010 (Journal officiel du 7 décembre 2011)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/hong_kong/version-consolidee-de-laccord-entre-hong-kong-et-la-france-modifie-par-la-convention-multilaterale.pdf","","",""
"Hongrie","HU","348","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 28 avril 1980 (Journal officiel du 6 janvier 1982)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/hongrie/hongrie_convention_modifiee_cml.pdf","","",""
"Île Maurice","MU","480","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 11 décembre 1980 (Journal officiel du 27 octobre 1982)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ile_maurice/convention_avec_l_ile_maurice_modifiee_par_la_cml_v2.pdf","","",""
"Île Maurice","MU","480","IR|IF","inforce","en vigueur","Impôt sur le revenu","Avenant du 23 juin 2011 (Journal officiel du 27 juin 2012)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ile_maurice/convention_avec_l_ile_maurice_modifiee_par_la_cml_v2.pdf","","",""
"Inde","IN","356","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 29 septembre 1992 (Journal officiel du 6 août 1994)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/inde/version_consolidee_de_la_convention_avec_inde_modifiee_par_la_convention_multilaterale.pdf","","Avenant signé le 18 février 2026","https://www.impots.gouv.fr/avenant-la-convention-avec-linde-signe-le-18022026-non-entre-en-vigueur"
"Indonésie","ID","360","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 14 septembre 1979 (Journal officiel du 14 avril 1981)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/indonesie/Convention%20avec%20l%20Indonesie%20modifiee%20par%20la%20CML.pdf","","",""
"Iran","IR","364","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 7 novembre 1973 (Journal officiel du 30 avril 1975)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/iran/iran_convention-avec-l-iran_fd_1881.pdf","","",""
"Irlande","IE","372","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 21 mars 1968 (Journal officiel du 10 septembre 1971)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/irlande/irlande_modifiee_cml_20190805.pdf","","",""
"Islande","IS","352","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 29 août 1990 (Journal officiel du 23 juin 1992)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/islande/version_consolidee_de_la_convention_avec_lislande_modifiee_par_la_convention_multilaterale.pdf","","",""
"Israël","IL","376","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 31 juillet 1995 (Journal officiel du 18 septembre 1996)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/israel/israel_convention_cml.pdf","","",""
"Italie","IT","380","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Convention et échange de lettres du 5 octobre 1989 (Journal officiel du 8 mai 1992 et rectificatif du 27 février 1993)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/italie/italie_convention-avec-l-italie-impot-sur-le-revenu-impot-sur-la-fortune_fd_1736.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/italie/italie_convention-avec-l-italie-successions_fd_1781.pdf","",""
"Italie","IT","380","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 7 et 28 juillet 1998","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/italie/italie_convention-avec-l-italie-impot-sur-le-revenu-impot-sur-la-fortune_fd_1736.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/italie/italie_convention-avec-l-italie-successions_fd_1781.pdf","",""
"Italie","IT","380","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Échange de lettres du 20 décembre 2000","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/italie/italie_convention-avec-l-italie-impot-sur-le-revenu-impot-sur-la-fortune_fd_1736.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/italie/italie_convention-avec-l-italie-successions_fd_1781.pdf","",""
"Italie","IT","380","IR|IF|S|D","inforce","en vigueur","Successions et donations","Convention du 20 décembre 1990 (Journal officiel du 4 avril 1995)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/italie/italie_convention-avec-l-italie-impot-sur-le-revenu-impot-sur-la-fortune_fd_1736.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/italie/italie_convention-avec-l-italie-successions_fd_1781.pdf","",""
"Jamaïque","JM","388","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 9 août 1995 (Journal officiel du 9 octobre 1998)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/jamaique/jamaique_convention-avec-la-jamaique_fd_1857.pdf","","",""
"Japon","JP","392","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 3 mars 1995 (Journal officiel du 16 mai 1996)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/japon/japon-convention-cml.pdf","https://treaties.un.org/doc/Publication/UNTS/Volume%20569/v569.pdf|https://www.senat.fr/leg/1980-1981/i1980_1981_0298.pdf|https://www.impots.gouv.fr/sites/default/files/media/10_conventions/japon/japon_convention-avec-le-japon-modifiee-par-l-avenant-entre-en-vigueur-le-01.12.2007_fd_1917.pdf","",""
"Japon","JP","392","IR","inforce","en vigueur","Impôt sur le revenu","Avenant et échange de lettres du 11 janvier 2007 (Journal officiel du 29 novembre 2007)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/japon/japon-convention-cml.pdf","https://treaties.un.org/doc/Publication/UNTS/Volume%20569/v569.pdf|https://www.senat.fr/leg/1980-1981/i1980_1981_0298.pdf|https://www.impots.gouv.fr/sites/default/files/media/10_conventions/japon/japon_convention-avec-le-japon-modifiee-par-l-avenant-entre-en-vigueur-le-01.12.2007_fd_1917.pdf","",""
"Jordanie","JO","400","IR","inforce","en vigueur","Impôt sur le revenu","Convention et échange de lettres du 28 mai 1984 (Journal officiel du 10 avril 1985)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/jordanie/jordanie_convention_modifiee_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/jordanie/jordanie_convention-avec-la-jordanie_fd_1911.pdf","",""
"Kazakhstan","KZ","398","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 3 février 1998 (Journal officiel du 12 octobre 2000)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/kazakhstan/kazakhstan_modifiee_cml.pdf","","",""
"Kenya","KE","404","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 4 décembre 2007 (Journal officiel du 14 novembre 2010)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/kenya/nid_26934_kenya_modifiee_cml_clause_npf.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/kenya/kenya_convention-avec-le-kenya-signee-le-04.12.2007-en-vigueur-au-01.11.2010_fd_6194.pdf","",""
"Kirghizistan","KG","417","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 4 octobre 1985 (ex-URSS) (Journal officiel du 28 mai 1987)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ex_urss/fichedescriptive_62371.pdf","","",""
"Kirghizistan","KG","417","IR","inforce","en vigueur","Impôt sur le revenu","Échange de lettres du 14 mars 1967 (Journal officiel du 21 mars 1968)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ex_urss/fichedescriptive_62371.pdf","","",""
"Kosovo","XK","383","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 28 mars 1974 (ex-Yougoslavie) (Journal officiel du 13 septembre 1975)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ex_yougoslavie/convention-avec-l-ex-yougoslavie_fd_1730.pdf","","",""
"Kosovo","XK","383","IR","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 4 et 6 février 2013 (Journal officiel du 26 avril 2013)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ex_yougoslavie/convention-avec-l-ex-yougoslavie_fd_1730.pdf","","",""
"Koweït","KW","414","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Convention du 7 février 1982 (Journal officiel du 15 septembre 1983 et rectificatif du 1er décembre 1983)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/koweit/koweit_convention-avec-le-koweit_fd_1912.pdf","","",""
"Koweït","KW","414","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 17 août et 18 octobre 1988 (Journal officiel du 13 juillet 1989)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/koweit/koweit_convention-avec-le-koweit_fd_1912.pdf","","",""
"Koweït","KW","414","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Avenant du 27 septembre 1989 (Journal officiel du 26 septembre 1991)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/koweit/koweit_convention-avec-le-koweit_fd_1912.pdf","","",""
"Koweït","KW","414","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Avenant du 27 janvier 1994 (Journal officiel du 10 mars 1995)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/koweit/koweit_convention-avec-le-koweit_fd_1912.pdf","","",""
"Lettonie","LV","428","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 14 avril 1997 (Journal officiel du 30 mai 2001)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/lettonie/lettonie---version-consolidee-cml--npf.pdf","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000589224","",""
"Liban","LB","422","IR|S","inforce","en vigueur","Impôt sur le revenu","Convention du 24 juillet 1962 (Journal officiel du 8 janvier 1964 et rectificatif du 4 février 1964)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/liban/liban_convention-avec-le-liban_fd_1916.pdf","","",""
"Libye","LY","434","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 22 décembre 2005 (Journal officiel du 19 septembre 2008)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/libye/libye_convention-avec-la-libye-signee-le-22.12.05-texte-entre-en-vigueur-le-01.07.2008_fd_3713.pdf","","",""
"Lituanie","LT","440","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 7 juillet 1997 (Journal officiel du 11 mai 2001)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/lituanie/nid_12909_convention_avec_la_lituanie_modifiee_par_la_cml.pdf","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000390615","",""
"Luxembourg","LU","442","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 20 mars 2018 (Journal officiel du 4 décembre 2019)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/luxembourg/nid_13316_convention_fr_lux_consolidee.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/luxembourg/luxembourg_2017_04_28.pdf","",""
"Luxembourg","LU","442","IR|IF","inforce","en vigueur","Impôt sur le revenu","Avenant du 10 octobre 2019 (Journal officiel du 27 mars 2021)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/luxembourg/nid_13316_convention_fr_lux_consolidee.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/luxembourg/luxembourg_2017_04_28.pdf","",""
"Luxembourg","LU","442","IR|IF","inforce","en vigueur","Impôt sur le revenu","Avenant du 7 novembre 2022 (Journal officiel du 29 avril 2025)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/luxembourg/nid_13316_convention_fr_lux_consolidee.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/luxembourg/luxembourg_2017_04_28.pdf","",""
"Macédoine du Nord","MK","807","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 10 février 1999 (Journal officiel du 3 juillet 2004)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/macedoine/nid_6149_macedoine.pdf","","",""
"Madagascar","MG","450","IR","inforce","en vigueur","Impôt sur le revenu","Convention et échange de lettres du 22 juillet 1983 (Journal officiel du 11 décembre 1984 et rectificatif du 9 mars 1985)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/madagascar/madagascar_convention-avec-madagascar_fd_1918.pdf","","",""
"Malaisie","MY","458","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 24 avril 1975 (Journal officiel du 24 avril 1977)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/malaisie/Convention%20avec%20la%20Malaisie%20modifiee%20par%20la%20CML.pdf","","",""
"Malaisie","MY","458","IR","inforce","en vigueur","Impôt sur le revenu","Avenant du 31 janvier 1991 (Journal officiel du 23 juin 1992)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/malaisie/Convention%20avec%20la%20Malaisie%20modifiee%20par%20la%20CML.pdf","","",""
"Malaisie","MY","458","IR","inforce","en vigueur","Impôt sur le revenu","Avenant du 12 novembre 2009 (Journal officiel du 11 janvier 2011)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/malaisie/Convention%20avec%20la%20Malaisie%20modifiee%20par%20la%20CML.pdf","","",""
"Malawi","MW","454","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 14 décembre 1950 — ancienne convention franco-britannique (Journal officiel des 20 et 21 août 1951)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/malawi/malawi_convention-avec-le-malawi_fd_1958.pdf","","",""
"Malawi","MW","454","IR","inforce","en vigueur","Impôt sur le revenu","Échange de lettres du 5 novembre 1963 (Journal officiel du 15 décembre 1963)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/malawi/malawi_convention-avec-le-malawi_fd_1958.pdf","","",""
"Malawi","MW","454","IR","inforce","en vigueur","Impôt sur le revenu","Échange de lettres du 31 décembre 1963 (Journal officiel du 26 février 1964)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/malawi/malawi_convention-avec-le-malawi_fd_1958.pdf","","",""
"Mali","ML","466","IR|S|DE","susp","dénoncée","Impôt sur le revenu","Convention et échange de lettres du 22 septembre 1972 (Journal officiel du 17 mai 1975)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/mali/mali_convention-avec-le-mali_fd_1919.pdf","","",""
"Malte","MT","470","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 25 juillet 1977 (Journal officiel du 16 novembre 1979)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/malte/accord_avec_malte_modifiee_par_la_cml.pdf","","",""
"Malte","MT","470","IR|IF","inforce","en vigueur","Impôt sur le revenu","Avenant et échange de lettres du 8 juillet 1994 (Journal officiel du 25 septembre 1997)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/malte/accord_avec_malte_modifiee_par_la_cml.pdf","","",""
"Malte","MT","470","IR|IF","inforce","en vigueur","Impôt sur le revenu","Avenant du 29 août 2008 (Journal officiel du 4 juin 2010)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/malte/accord_avec_malte_modifiee_par_la_cml.pdf","","",""
"Maroc","MA","504","IR|SP|DE","inforce","en vigueur","Impôt sur le revenu","Convention et échange de lettres du 29 mai 1970 (Journal officiel du 24 décembre 1971)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/maroc/maroc_convention-avec-le-maroc_fd_2177.pdf","","",""
"Maroc","MA","504","IR|SP|DE","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 5 et 14 décembre 1983","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/maroc/maroc_convention-avec-le-maroc_fd_2177.pdf","","",""
"Maroc","MA","504","IR|SP|DE","inforce","en vigueur","Impôt sur le revenu","Avenant du 18 août 1989 (Journal officiel du 22 décembre 1990 et rectificatif du 28 janvier 1991)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/maroc/maroc_convention-avec-le-maroc_fd_2177.pdf","","",""
